,Developer,Año,Cantidad de Items,Contenido Free
10848,SFB Games,2014,5,0.0
10849,SFB Games,2015,5,0.0
10850,SFS Studios,2015,3,0.0
10851,SG Data,2017,2,100.0
10852,SGS Team,2016,9,33.33
10853,SGS Team,2017,4,0.0
10854,SGTTB_Studios,2016,3,0.0
10855,SHOKIZM INTERACTIVE,2017,3,0.0
10856,SIA Next Level,2016,2,0.0
10857,SIEIDI Ltd,2015,2,0.0
10858,SIEIDI Ltd,2016,4,0.0
10859,SIGONO INC.,2016,2,0.0
10860,SIM720,2015,9,0.0
10861,SIM720 LIMITED,2016,5,100.0
10862,SITER SKAIN,2014,12,0.0
10863,SMAC Games,2017,3,0.0
10864,SMD Gaming Studio,2015,2,0.0
10865,SMG Studio,2014,4,0.0
10866,SMG Studio,2015,3,0.0
10867,SMG Studio,2017,2,0.0
10868,SNK CORPORATION,2013,1,0.0
10869,SNK CORPORATION,2015,4,50.0
10870,"SNK CORPORATION,Abstraction Games",2017,2,0.0
10871,"SNK CORPORATION,Code Mystics",2014,1,0.0
10872,"SNK CORPORATION,Code Mystics",2015,1,0.0
10873,"SNK CORPORATION,Code Mystics Inc.",2017,1,0.0
10874,"SNK CORPORATION,DotEmu",2014,2,0.0
10875,"SNK CORPORATION,DotEmu",2016,7,0.0
10876,SNK Games,2016,2,0.0
10877,"SNK Games,Elemental Games,Katauri Interactive",2013,5,0.0
10878,SNK Playmore,2015,18,0.0
10879,SOCKO! Entertainment,2015,2,0.0
10880,SOCO Games,2017,3,0.0
10881,SOEDESCO Publishing,2015,5,0.0
10882,SOF Studios Ltd,2015,3,0.0
10883,"SOF Studios Ltd,Penka Kouneva, Composer",2017,2,0.0
10884,SOFTON ENTERTAINMENT,2016,3,100.0
10885,SOFTON ENTERTAINMENT,2017,3,100.0
10886,SOFTSTAR ENTERTAINMENT INC.,2015,1,0.0
10887,SOFTSTAR ENTERTAINMENT INC.,2016,2,0.0
10888,SOFTSTAR TECHNOLOGY BEIJINGCOLTD,2001,1,0.0
10889,SOLIDMESH,2017,4,0.0
10890,SONNORI Corp,2017,126,0.0
10891,SP Digital Arts Inc.,2017,12,0.0
10892,SP-time,2016,6,0.0
10893,SP-time,2017,3,100.0
10894,SPECTRUM GAMES,2017,3,0.0
10895,SPLine,2009,1,0.0
10896,SPVD,2016,3,0.0
10897,SQUARE ENIX,2010,1,0.0
10898,SQUARE ENIX,2013,2,0.0
10899,SQUIX Games,2017,4,0.0
10900,SRF Games,2015,2,0.0
10901,SSCTEAM,2017,2,0.0
10902,"ST. TAIKU,KITATUS",2017,2,0.0
10903,STICLI Games,2017,3,0.0
10904,STREETCAT STUDIO,2017,2,0.0
10905,STRIKEWORKS,2015,1,0.0
10906,STUDIO HG,2016,3,0.0
10907,STUDIO MUNGO,2017,1,0.0
10908,STUDIO RADI-8,2014,2,100.0
10909,STVR,2016,3,0.0
10910,SUMCOM,2017,2,0.0
10911,SUN MONKEY Games,2016,3,0.0
10912,SUNSET GAMES,2017,1,0.0
10913,SUPERCORE Games,2016,1,100.0
10914,SUPERHOT Team,2016,2,0.0
10915,SUPERHOT Team,2017,3,0.0
10916,SUPERMEGAQUEST INC.,2017,3,0.0
10917,SUSAN.,2017,4,0.0
10918,SUTD Game Lab,2016,2,0.0
10919,SVC Games,2017,3,0.0
10920,SVGames,2016,4,0.0
10921,SVGames,2017,2,0.0
10922,SVRVIVE Studios,2016,2,100.0
10923,SYLPH,2017,3,0.0
10924,Sabaton,2015,2,0.0
10925,Saber Interactive,2007,1,0.0
10926,Saber Interactive,2012,1,0.0
10927,Saber Interactive,2017,7,0.0
10928,"Saber Interactive,Redemption Ark",2017,18,0.0
10929,Sabi Games,2009,1,0.0
10930,Sabi Games,2015,1,0.0
10931,Sacada,2017,44,0.0
10932,Sacada,2018,3,0.0
10933,"Sachonski,Renamilanesi,Sith",2016,4,0.0
10934,"Sachonski,Renato Milanesi,Sith",2017,4,0.0
10935,SacriFACE Studio,2017,4,0.0
10936,Sad Panda Studios,2016,3,100.0
10937,Sad Spaghetti Entertainment,2017,2,0.0
10938,SadFish,2017,3,0.0
10939,Saddletrip,2017,9,33.33
10940,Sageose,2016,3,0.0
10941,Sagnithi Systems Technology Solutions LLP,2017,2,0.0
10942,Sai Attack,2018,2,0.0
10943,Saibot Studios,2013,3,0.0
10944,Saibot Studios,2014,3,0.0
10945,Saibot Studios,2016,38,44.74
10946,SaintHeiser,2016,2,0.0
10947,SaintHeiser,2017,5,0.0
10948,SaintWorks,2016,3,0.0
10949,SaintXi,2009,3,0.0
10950,Sakari Indie,2009,2,0.0
10951,Sakari Indie &amp; GriN,2012,3,0.0
10952,Sakura River Interactive,2009,3,0.0
10953,Sakura River Interactive,2014,3,0.0
10954,Sakura River Interactive,2015,3,0.0
10955,Sally Rough LLC,2016,5,0.0
10956,Salmi Games,2017,2,0.0
10957,Salty Dog Digital,2017,3,0.0
10958,Salty Sloth Studios L.L.C.,2016,3,0.0
10959,Salus Games,2017,2,0.0
10960,Salvation,2017,3,0.0
10961,Sam Albon,2014,6,0.0
10962,Sam Atlas,2016,1,0.0
10963,Sam Barlow,2015,3,0.0
10964,Sam Beddoes,2016,1,0.0
10965,Sam L Jones,2015,2,0.0
10966,"Samantha ""Avanya"" Woods",2017,2,0.0
10967,Samantha Arehart,2017,1,0.0
10968,Samaritan Studios,2015,4,0.0
10969,Sambiglyon,2017,4,0.0
10970,Sameer Hirezi,2017,3,0.0
10971,Samer Khatib (Snowconesolid),2016,3,0.0
10972,"Sami Maaranen (creator),Erkka Lehmus (co-designer)",2016,8,50.0
10973,Samuel James Swartout,2017,3,0.0
10974,Samuel Manier,2016,3,0.0
10975,Samuel Sprague,2016,2,0.0
10976,Samurai Punk,2014,2,0.0
10977,Samurai Punk,2015,2,0.0
10978,Sand Sailor Studio,2017,4,0.0
10979,Sandlot Games,2009,7,0.0
10980,Sandlot Games,2010,3,0.0
10981,SandorHQ,2017,1,100.0
10982,Sandstorm Productions,2008,1,100.0
10983,Sandswept Studios,2011,2,0.0
10984,Santa Clara Games,2015,1,0.0
10985,Santa Clara Games,2016,4,0.0
10986,Santa Ragione,2013,2,0.0
10987,Santa Ragione,2014,2,0.0
10988,Santa Ragione,2016,5,60.0
10989,Sanuk Games,2014,2,0.0
10990,Sanuk Games,2017,4,0.0
10991,Sanzaru Games,2008,2,0.0
10992,Sanzaru Games Inc.,2016,10,0.0
10993,Sapphire Dragon Productions,2015,18,16.67
10994,Sapphire Dragon Productions,2016,14,0.0
10995,Sapphire Dragon Productions,2017,4,0.0
10996,Sarbakan,2008,1,0.0
10997,Sarbakan,2009,1,0.0
10998,Sarepta studio,2014,2,0.0
10999,Sarepta studio,2016,2,0.0
11000,Sargis Shahzadyan,2017,4,0.0
11001,Sascha Hartleb,2014,3,0.0
11002,Sassybot,2016,2,0.0
11003,Satsu,2016,3,0.0
11004,"Saturn-plus,Orion",2006,2,0.0
11005,Saucer Software,2008,6,100.0
11006,Sauropod Studio,2017,2,0.0
11007,Savant,2017,8,0.0
11008,Savin Sergey,2016,2,0.0
11009,Sayan,2016,2,0.0
11010,"ScTiger,Delta",2017,5,0.0
11011,Scarab Entertainment,2015,3,0.0
11012,Scarecrow Arts,2015,5,0.0
11013,Scarlet String Studios,2016,4,100.0
11014,Scarlet Studio,2017,2,0.0
11015,Scary Bee LLC,2015,5,100.0
11016,Scary Wizard Games,2017,3,0.0
11017,ScaryPotato,2012,2,0.0
11018,Sceelix,2016,3,100.0
11019,Scenario Software,1991,1,0.0
11020,Schell Games,2014,2,0.0
11021,Schell Games,2015,5,0.0
11022,"Schine, GmbH",2014,14,0.0
11023,Schism Worldwide,2017,2,0.0
11024,Schrolab,2017,3,100.0
11025,Schulenburg Software,2014,3,0.0
11026,Science: Gamed,2016,3,0.0
11027,Scientifically Proven,2014,2,0.0
11028,"Scientifically Proven Entertainment, LLC.,Flying Tiger Entertainment,Inc.",2017,6,0.0
11029,Scirra,2013,5,100.0
11030,"Scntfc,Broken Rules",2017,2,0.0
11031,Scoria Studios,2016,3,0.0
11032,Scorpius Games,2015,3,0.0
11033,Scott Cawthon,2014,7,0.0
11034,Scott Cawthon,2015,6,0.0
11035,Scott Cawthon,2016,3,0.0
11036,Scott Cawthon,2017,3,100.0
11037,Scott Richey,2017,3,0.0
11038,"Scott Thunelius,Chronic Logic,Tony Porter",2008,2,0.0
11039,Scourgey Works,2017,5,100.0
11040,Scrap Games,2017,2,0.0
11041,Scraping Bottom Games,2017,6,0.0
11042,Screambox Studio,2017,1,0.0
11043,Screaming Bee,2014,16,0.0
11044,Screaming Bee,2016,9,0.0
11045,Screaming Villains,2017,1,0.0
11046,Screeching Wizard,2015,4,0.0
11047,Screen 7,2017,2,0.0
11048,Screenhit Studios,2017,4,100.0
11049,Screeps,2016,7,0.0
11050,Screwfly Studios,2013,4,0.0
11051,Screwfly Studios,2014,3,0.0
11052,Screwfly Studios,2016,4,0.0
11053,Screwfly Studios,2017,3,0.0
11054,Screwy Lightbulb,2014,4,0.0
11055,Screwy Lightbulb,2017,4,100.0
11056,"Screwy Lightbulb,Abstraction",2014,2,0.0
11057,Scythuz,2017,2,0.0
11058,Sea Beast Productions,2016,4,0.0
11059,Sea Green Games,2017,3,0.0
11060,Seabass and Gazelle Studios,2015,5,0.0
11061,Sean Davy,2014,3,0.0
11062,Sean Davy,2015,6,0.0
11063,Sean Han Tani,2014,3,0.0
11064,Sean Han Tani,2015,3,0.0
11065,Sean Han Tani,2016,4,0.0
11066,"Sean Han Tani,Joni Kittaka",2013,3,0.0
11067,"Sean Han Tani,Joni Kittaka",2016,4,0.0
11068,Sean O'Connor,2016,2,0.0
11069,Seaside Digital Arts,2016,3,0.0
11070,SeattleEgg,2015,3,0.0
11071,Seattletek,2015,5,0.0
11072,Seaven Studio,2014,3,0.0
11073,Seaven Studio,2015,3,0.0
11074,Sebastian Groll,2017,4,0.0
11075,"Sebastian Krzyszkowiak,Kevin MacLeod,Jakub Marszałkowski,Michał Roszyk",2015,4,0.0
11076,"Sebastian Krzyszkowiak,Konrad Burandt,Paweł Radej",2015,12,33.33
11077,Sebastian Nigro,2017,5,0.0
11078,"Sebastian Nigro,Christopher Anselmo,Daniel Marques",2017,5,0.0
11079,"Sebastian Nigro,Panos Tzimas",2017,3,0.0
11080,Sebastian Schöner,2016,1,0.0
11081,"Sebastian Schöner,Alex Cottrell",2016,2,100.0
11082,Sebastien Bini,2014,2,0.0
11083,Sebastien Bini,2015,2,0.0
11084,Sebastien Bini,2016,8,0.0
11085,"Second Dimension R&amp;T, LLC",2017,3,0.0
11086,Second Order,2017,4,0.0
11087,Second Reality,2016,4,0.0
11088,Second Variety Games,2015,3,0.0
11089,Secret Base,2011,3,0.0
11090,Secret Base,2014,4,0.0
11091,Secret Exit Ltd.,2010,2,0.0
11092,Secret Exit Ltd.,2014,3,0.0
11093,Secret Level SRL,2018,4,100.0
11094,"Secret Sorcery Limited,Kenneth C M Young",2017,2,0.0
11095,Secret Tunnel Entertainment,2015,2,0.0
11096,Section Studios,2014,4,0.0
11097,Section Studios,2015,8,50.0
11098,Sector-K Games,2017,3,0.0
11099,Sector3 Games,2014,3,0.0
11100,Sector3 Studios,2013,4,0.0
11101,Sector3 Studios,2014,8,0.0
11102,Sector3 Studios,2015,16,0.0
11103,Sector3 Studios,2016,8,0.0
11104,Sector3 Studios AB,2014,3,0.0
11105,SecureMix LLC,2016,4,25.0
11106,SecuritySession.com,2015,3,0.0
11107,SeeThrough Studios,2014,1,0.0
11108,SeekSick6,2017,2,0.0
11109,"Seen in a Dream,KLURA Design",2017,5,0.0
11110,SeithCG,2016,5,0.0
11111,Seize Studios,2017,3,0.0
11112,Sekerin Productions,2016,5,0.0
11113,Sekrit Games,2017,4,0.0
11114,Selenion Games,2016,3,0.0
11115,Selenion Games,2017,2,0.0
11116,Self Made Miracle,2015,4,0.0
11117,Selva Interactive,2016,2,0.0
11118,Semaphore,2014,3,0.0
11119,Semaphore,2016,7,0.0
11120,Semen Rodin,2016,12,0.0
11121,Semen Rodin,2017,6,0.0
11122,Semicolon;,2017,3,100.0
11123,SenRufu Studios,2017,3,0.0
11124,Senscape,2014,2,0.0
11125,Senshi.Labs,2014,4,100.0
11126,"Separate Game Development,Artek Electronic",2016,2,0.0
11127,"Separate Game Development,Dagestan Technology",2016,2,0.0
11128,Seragam,2016,2,0.0
11129,Seraphim Creations,2016,5,0.0
11130,Serellan LLC,2015,4,0.0
11131,Serenity Forge,2015,9,0.0
11132,Serf100,2017,4,0.0
11133,Sergej110,2017,21,0.0
11134,Sergey Bobrov,2015,2,0.0
11135,Sergey Bobrov,2016,5,0.0
11136,Sergey Dovganovskiy,2016,2,0.0
11137,Sergey Eybog,2016,2,100.0
11138,Sergey Kalmanovich (aka Red Spot Sylphina),2017,1,0.0
11139,Sergey Lir,2017,2,0.0
11140,"Sergey Marchenko,Vyacheslav Ozolnieks",2016,2,0.0
11141,Sergey Shushunov,2017,5,0.0
11142,Sergio &amp; Simon,2017,3,0.0
11143,SergioPoverony,2017,4,0.0
11144,Sergiu Bucur,2017,4,0.0
11145,Serhii Vitukhin,2016,2,0.0
11146,Serious Brew,2012,2,0.0
11147,Serious Brothers,2014,4,0.0
11148,Serious Games Interactive,2012,3,0.0
11149,Serious Games Interactive,2013,3,0.0
11150,Serious Games Interactive,2015,9,0.0
11151,Serious Tangents,2015,2,0.0
11152,Serkan Bakar,2016,4,0.0
11153,Serkan Bakar,2017,4,0.0
11154,Serzhantov Aleksandr,2016,1,0.0
11155,Seth Albertus,2018,5,0.0
11156,"Seth O'Dale,Zeph McKinnon",2016,4,100.0
11157,Seven Sails Games,2015,2,0.0
11158,Seven Sails Games,2017,2,0.0
11159,Seventh Knight,2016,2,0.0
11160,SeveralBytes,2017,4,0.0
11161,Seycara Music and Arts,2016,3,0.0
11162,Shadebob Games,2015,4,100.0
11163,Shadow Blade Productions,2017,3,100.0
11164,Shadow Knights Studio,2015,2,0.0
11165,Shadow Masters,2015,18,16.67
11166,Shadow Planet Productions,2012,3,0.0
11167,Shadow Raven Studios,2015,3,0.0
11168,Shadow Tor Studios,2006,2,0.0
11169,Shadow Tor Studios,2016,4,50.0
11170,ShadowInk Designs,2017,3,0.0
11171,ShadowShifters,2013,3,0.0
11172,Shadowprerequisite,2016,2,0.0
11173,Shaman Games Studio,2011,1,0.0
11174,Shaman Games Studio,2012,1,0.0
11175,Shaman Games Studio,2013,2,0.0
11176,Shaman Games Studio,2014,5,0.0
11177,Shaman Games Studio,2015,2,0.0
11178,Shaman Games Studio,2016,2,0.0
11179,Shaman Games Studio,2017,2,0.0
11180,"Shandong Jerei Digital Technology Co.,LTD.",2017,2,0.0
11181,Shane Berezowski,2015,2,0.0
11182,Shane Hillier,2017,5,0.0
11183,"Shanghai JingCai Computer Software Development Co., Ltd",2017,4,100.0
11184,"Shanghai Yi Ming Network Technology Co., Ltd.",2017,4,0.0
11185,Shanghai huan zhen Info Tech Ltd,2017,5,0.0
11186,SharF Co.,2017,4,0.0
11187,ShareX Team,2007,6,100.0
11188,Shark Punch,2015,6,0.0
11189,Shark Tree Studios,2015,2,0.0
11190,SharkByte Studio,2016,2,0.0
11191,SharkGame,2017,11,0.0
11192,"SharkJaws, Blue Whale Games",2017,3,0.0
11193,Sharkbird,2017,3,0.0
11194,Sharpened Edge Studios,2014,2,0.0
11195,Sharpened Edge Studios,2016,8,0.0
11196,Sharpless512,2015,2,0.0
11197,ShaunJS,2014,2,0.0
11198,ShaunTWilliams,2014,3,0.0
11199,ShaunTWilliams,2015,3,0.0
11200,ShaunTWilliams,2017,1,0.0
11201,Shawn Beck,2014,2,0.0
11202,Shawn Hitchcock,2017,5,0.0
11203,Shazard G Bansraj,2017,3,100.0
11204,Sheado.net,2016,2,0.0
11205,ShenZheng,2017,4,0.0
11206,Shenandoah Studio,2015,1,0.0
11207,Shenandoah Studio,2016,1,0.0
11208,Shenandoah Studio,2017,1,0.0
11209,Shephf Games,2017,2,0.0
11210,Sherman 3D,2015,2,0.0
11211,Sherman 3D,2016,2,0.0
11212,"Sherman 3D,Degica",2015,2,0.0
11213,Sherman3D,2014,7,0.0
11214,Sherman3D,2015,2,0.0
11215,Sherman3D,2016,2,0.0
11216,Shevchenko Technology,2017,3,0.0
11217,Shield Break Studios,2016,2,0.0
11218,Shifty Chair Games,2015,1,100.0
11219,ShiinaYashiro,2017,3,0.0
11220,Shiisanmei,2017,3,0.0
11221,ShilohGames,2017,2,0.0
11222,Shindenken,2016,2,0.0
11223,Shindenken,2017,3,0.0
11224,Shine Research,2016,1,0.0
11225,Shining Gate Software,2015,2,0.0
11226,Shining Pixel Studios,2017,3,0.0
11227,Shining Rock Software LLC,2014,3,0.0
11228,Shiny Entertainment,1995,2,0.0
11229,Shiny Entertainment,1996,2,0.0
11230,Shiny Entertainment,1997,1,0.0
11231,Shiny Entertainment,2000,1,0.0
11232,Shinypix,2016,2,0.0
11233,Shiro Games,2013,3,0.0
11234,Shiro Games,2015,12,0.0
11235,Shiro Games,2017,4,0.0
11236,Shiver Games,2012,3,0.0
11237,Shiver Games,2016,8,0.0
11238,ShmannGames,2015,4,0.0
11239,Shockk,2017,4,0.0
11240,Shoho Games,2017,8,0.0
11241,"Shokunin,Thomas M. Visser,Vincent Thiele",2016,3,100.0
11242,Shoor Games,2016,4,0.0
11243,Shorebound Studios,2008,2,0.0
11244,Shorebound Studios,2014,8,0.0
11245,Shorebound Studios,2015,2,0.0
11246,Shortbreak Studios s.c.,2014,2,0.0
11247,Shortbreak Studios s.c.,2016,4,0.0
11248,Shotgun Surgeon,2016,2,0.0
11249,Shotgun Surgeons,2016,3,0.0
11250,Shrimasis Rout,2016,3,0.0
11251,Shrimasis Rout,2017,3,0.0
11252,Shrimpcave Industries,2016,4,0.0
11253,Shugasu UG,2016,2,100.0
11254,Shumkov Dmitriy,2014,3,100.0
11255,Shumkov Dmitriy,2015,2,100.0
11256,SiBear,2016,2,0.0
11257,SiBear Games,2015,5,0.0
11258,Siactro,2017,2,0.0
11259,Siberian Digital,2015,5,0.0
11260,Sick Puppies,2003,1,0.0
11261,"Siddhartha Barnhoorn,Vivid Helix",2017,2,0.0
11262,SideKick,2013,1,0.0
11263,"Sideline Amusements,Gonzo Games",2014,3,0.0
11264,Sidhe,2010,2,0.0
11265,Sidhe,2012,2,0.0
11266,Sidi Games,2017,2,0.0
11267,Siege Games,2016,4,0.0
11268,Sierra,1987,1,0.0
11269,Sierra,1989,1,0.0
11270,Sierra,1995,1,0.0
11271,Sierra,1996,1,0.0
11272,Sierra,2001,2,0.0
11273,Sierra,2006,2,0.0
11274,Sierra On-Line,1993,1,0.0
11275,Sierra On-Line,1995,1,0.0
11276,Sierra On-Line,1999,1,0.0
11277,Sigma Team Inc.,2003,3,0.0
11278,Sigma Team Inc.,2007,3,0.0
11279,Sigma Team Inc.,2009,9,0.0
11280,Sigma Team Inc.,2012,3,0.0
11281,Sigma Team Inc.,2017,3,0.0
11282,Signal Studios,2012,4,0.0
11283,"Signal Studios,Krome Studios",2015,10,0.0
11284,"Signal Studios,Krome Studios",2016,5,0.0
11285,"Signal Studios,Smart Ghost",2015,5,0.0
11286,Sigtrap Games,2015,2,0.0
11287,Sijawa Production,2017,4,0.0
11288,Silden,2013,2,0.0
11289,Silden,2015,3,0.0
11290,Silden,2017,2,100.0
11291,Sileni Studios,2015,2,0.0
11292,Silent Dreams,2014,5,0.0
11293,Silent Dreams,2016,7,0.0
11294,Silent Legends,2017,5,100.0
11295,Silent Parrot Studio,2017,3,0.0
11296,SilentFuture,2006,2,0.0
11297,SilentFuture,2016,4,0.0
11298,Silentplaygames,2017,2,0.0
11299,Silesia Games Sp. z o.o.,2014,3,0.0
11300,Silhouette Wolf,2017,4,0.0
11301,Silicon Jelly,2015,3,0.0
11302,Silicon Jelly,2016,4,50.0
11303,Silk Games,2014,3,0.0
11304,Silk Games,2016,3,100.0
11305,Silky Smooth Studio,2017,5,0.0
11306,Sillysoft Games,2015,6,0.0
11307,Sillysoft Games,2017,2,0.0
11308,Silver Cow Studio,2015,3,0.0
11309,Silver Cow Studio,2016,3,0.0
11310,Silver Dog Games,2017,4,0.0
11311,Silver Dollar Games,2014,3,0.0
11312,Silver Goblet Games,2015,4,0.0
11313,Silver Legends,2016,2,100.0
11314,Silver Lemur Games,2016,3,0.0
11315,Silver Lemur Games,2017,4,0.0
11316,Silver Moon Internet,2017,1,0.0
11317,"Silver Moon Internet,银月网络",2016,2,0.0
11318,Silver Wish Games,2010,1,0.0
11319,SilverBlade,2017,1,0.0
11320,Silverline Studios,2016,6,0.0
11321,"Silverlode Interactive,Wasatch Games",2008,4,100.0
11322,"Silverware Games, Inc.",2015,3,0.0
11323,Sim-plistic Studios,2017,3,0.0
11324,"Sim-wings,Aerosoft GmbH",2015,1,0.0
11325,"Sim-wings,Aerosoft GmbH",2017,1,0.0
11326,SimBin,2006,1,0.0
11327,SimBin,2007,2,0.0
11328,SimBin,2008,3,0.0
11329,SimBin,2009,1,0.0
11330,SimBin,2011,4,0.0
11331,SimBin Studios AB,2005,3,0.0
11332,SimBin Studios AB,2006,3,0.0
11333,SimBin Studios AB,2012,2,0.0
11334,SimDesign,2016,3,0.0
11335,SimProse Studios,2015,7,0.0
11336,SimProse Studios,2016,9,0.0
11337,SimProse Studios,2017,16,0.0
11338,SimTeam,2017,1,0.0
11339,SimTex,1996,2,0.0
11340,SimaGames,2015,3,0.0
11341,Simen Skogly Russnes,2017,3,0.0
11342,Simgames.ch,2017,1,0.0
11343,Simogo,2014,2,0.0
11344,Simon Blasen,2017,4,0.0
11345,Simon Christiansen,2016,2,0.0
11346,Simon Prefontaine,2016,2,0.0
11347,Simon Roth,2013,4,0.0
11348,Simon Says: Play!,2015,2,0.0
11349,Simon Says: Play!,2016,2,0.0
11350,Simple Blue,2017,1,100.0
11351,Simple Designs Gaming,2016,3,0.0
11352,Simple Interactive Games,2017,3,0.0
11353,SimpleGhost,2017,5,0.0
11354,SimplexGameStudio,2015,7,0.0
11355,SimplexGameStudio,2016,9,0.0
11356,Simtech Vision,2017,1,0.0
11357,Sinclair Strange,2014,6,0.0
11358,Sinclair Strange,2015,2,0.0
11359,Sinclair Strange,2017,3,0.0
11360,Sindie Games,2016,2,0.0
11361,Sinergia Studios,2017,4,0.0
11362,Singe Studio,2015,4,0.0
11363,Sinister,2015,5,0.0
11364,Sinister Cyclops Game Studio,2017,2,0.0
11365,Sinister Design,2015,3,0.0
11366,Sinister Systems,2016,5,0.0
11367,SinksAdventure,2017,3,0.0
11368,SionoiS,2016,5,60.0
11369,Sir Bedlam Productions,2016,3,100.0
11370,Sir-Tech,2013,4,0.0
11371,Sir-Tech Canada,2001,2,0.0
11372,"Sir-Tech,Madlab Software",1994,3,0.0
11373,Sirlin Games,2015,8,0.0
11374,Sirlin Games,2017,5,0.0
11375,Sixteen Tons Entertainment,2005,2,0.0
11376,Sixteen Tons Entertainment,2006,2,0.0
11377,Sixteen Tons Entertainment,2013,1,0.0
11378,Sixteen Tons Entertainment,2017,2,0.0
11379,Sixth Line Studios,2016,3,0.0
11380,Size Five Games,2009,2,0.0
11381,Size Five Games,2015,3,0.0
11382,Size Five Games,2017,4,0.0
11383,Ska Studios,2016,3,0.0
11384,Skandivania Games,2017,3,0.0
11385,Skarond,2016,4,0.0
11386,Skatanic Studios,2015,2,0.0
11387,Skatanic Studios,2016,20,25.0
11388,Skelefactor,2016,4,0.0
11389,"Skeleton Crew Studio,Thomas Olsson",2017,2,0.0
11390,Skeleton Crew Studios,2017,5,0.0
11391,SketchTech,2016,4,0.0
11392,SketchTech,2017,3,0.0
11393,Sketchy Logic,2015,4,0.0
11394,Skilltree Studios,2015,4,0.0
11395,Skinny Jean Death Studios,2015,10,0.0
11396,"Skinny Jean Death Studios,Porcelain Labs",2016,4,0.0
11397,Skip32,2017,2,0.0
11398,Skirmish Entertainment,2016,6,0.0
11399,Skobbejak Games,2015,9,0.0
11400,Skobbejak Games,2016,3,0.0
11401,Skobbejak Games,2017,4,0.0
11402,Skot Leach,2016,1,0.0
11403,Skunk Software,2016,3,0.0
11404,Skunkape Interactive,2015,2,0.0
11405,Skunkape Interactive,2017,2,0.0
11406,Skunkwerks Kinetic,2017,3,0.0
11407,Sky Drake Studios,2014,5,0.0
11408,Sky Fallen,2009,1,0.0
11409,SkyBox Labs,2016,4,0.0
11410,SkyBox Labs,2017,6,0.0
11411,"SkyBox Labs,Big Huge Games",2014,2,0.0
11412,"SkyBox Labs,Forgotten Empires",2013,1,0.0
11413,"SkyBox Labs,Forgotten Empires",2015,1,0.0
11414,"SkyBox Labs,Forgotten Empires",2016,3,0.0
11415,"SkyFallen Entertainment,1C Company,1C-SoftClub",2009,2,0.0
11416,SkyGoblin,2013,2,0.0
11417,SkyGoblin,2014,2,0.0
11418,SkyGoblin,2017,2,0.0
11419,SkyReacher Entertainment,2016,3,100.0
11420,SkyRiver Studios,2007,3,0.0
11421,SkyRiver Studios,2010,2,0.0
11422,SkyRiver Studios,2017,3,100.0
11423,"Skybox Labs,Hidden Path Entertainment,Ensemble Studios",2013,1,0.0
11424,"Skyboy Games,Sentry Games",2016,2,0.0
11425,Skydance Interactive,2017,2,0.0
11426,Skydome Entertainment,2016,5,0.0
11427,Skyhook Games,2015,3,0.0
11428,Skyhook Games,2016,14,0.0
11429,Skyhook Games,2017,8,0.0
11430,"Skyhook Games,Dovetail Games",2014,1,0.0
11431,Skyjaz Games,2016,8,0.0
11432,Skylands Dev Team,2017,5,0.0
11433,Skylar Stickley,2017,8,50.0
11434,Skyshine Games,2015,3,0.0
11435,"SkywardRiver,Zetasis,BeNjO,Nikakosa,Rex",2017,4,100.0
11436,Skywind Games,2013,2,0.0
11437,Sköll Studio,2015,1,0.0
11438,Slam,2008,2,0.0
11439,Slant Six Games,2012,9,0.0
11440,Slash Star Studios,2016,2,0.0
11441,Slashware Interactive,2017,3,0.0
11442,Slav Pankratov,2014,4,0.0
11443,Slavitica,2016,4,0.0
11444,Slayers' Stronghold Studios,2017,2,0.0
11445,Sledgehammer Games,2015,1,0.0
11446,Sledgehammer Games,2017,1,0.0
11447,"Sledgehammer Games,Raven Software",2014,1,0.0
11448,"Sledgehammer Games,Raven Software",2015,42,0.0
11449,"Sledgehammer Games,Raven Software",2017,2,0.0
11450,SleepAllDays Studio,2016,12,0.0
11451,SleepNinja Games,2014,2,0.0
11452,Sleepless Clinic,2017,3,100.0
11453,Sleepy Duck,2016,3,0.0
11454,Sleepy Duck,2017,12,0.0
11455,Sleepy Spider Studios,2016,1,0.0
11456,Sleepy Studios,2015,4,0.0
11457,Slick Entertainment Inc.,2016,3,0.0
11458,Slight Super Powers,2017,3,0.0
11459,Slightly Mad Studios,2009,1,0.0
11460,Slightly Mad Studios,2011,1,0.0
11461,Slightly Mad Studios,2012,1,0.0
11462,Slightly Mad Studios,2015,27,0.0
11463,Slightly Mad Studios,2016,9,0.0
11464,Slightly Mad Studios,2017,2,0.0
11465,Slikey Games,2017,13,0.0
11466,SlimeSmile,2017,2,0.0
11467,Slitherine Ltd.,2010,2,0.0
11468,Slitherine Ltd.,2011,1,0.0
11469,Slitherine Ltd.,2012,1,0.0
11470,Slitherine Ltd.,2013,3,0.0
11471,Slitherine Ltd.,2014,3,0.0
11472,Slitherine Ltd.,2015,1,0.0
11473,Sliverbroom Studios,2016,3,0.0
11474,Sliverbroom Studios,2017,2,0.0
11475,Sloclap,2017,3,0.0
11476,Slothzilla Games,2017,1,0.0
11477,Sludj Games,2017,5,0.0
11478,Slug Disco Studios,2017,4,0.0
11479,Sluggerfly,2015,3,0.0
11480,SluggishtacoGames,2017,2,0.0
11481,Slumlord Industries,2017,3,0.0
