,Desarrollador,sentiment_analysis
51097,Daybreak Game Company,2
51098,Daybreak Game Company,2
51099,Daybreak Game Company,2
51101,Daybreak Game Company,2
51103,Daybreak Game Company,2
51104,Daybreak Game Company,2
51105,Daybreak Game Company,2
51107,Daybreak Game Company,2
51109,Daybreak Game Company,2
51110,Daybreak Game Company,2
51111,Daybreak Game Company,2
51115,Daybreak Game Company,2
51116,Daybreak Game Company,2
51117,Daybreak Game Company,2
51118,Daybreak Game Company,2
51119,Daybreak Game Company,2
51120,Daybreak Game Company,2
51121,Daybreak Game Company,0
51122,Ubisoft Montreal,2
51123,Ubisoft Montreal,2
51124,Ubisoft Montreal,2
51125,Ubisoft Montreal,2
51129,Ubisoft Montreal,2
51131,Ubisoft Montreal,2
51134,Bithell Games,2
51135,Bithell Games,2
51136,Bithell Games,2
51137,Bithell Games,2
51138,Bithell Games,2
51139,Bithell Games,2
51140,Bithell Games,2
51141,Bithell Games,2
51145,"Xavi Canal, Ben Palgi",2
51147,"Xavi Canal, Ben Palgi",2
51149,"Xavi Canal, Ben Palgi",2
51151,"Xavi Canal, Ben Palgi",2
51154,Carbon Games,2
51155,Carbon Games,2
51156,Carbon Games,2
51158,Carbon Games,2
51159,Carbon Games,2
51160,Carbon Games,0
51162,Carbon Games,0
51163,Carbon Games,2
51164,Carbon Games,2
51165,Carbon Games,0
51167,Carbon Games,2
51170,Carbon Games,0
51171,Carbon Games,2
51172,Carbon Games,2
51173,Carbon Games,2
51174,Carbon Games,2
51175,Carbon Games,2
51176,Carbon Games,2
51177,Carbon Games,2
51178,Carbon Games,2
51179,Carbon Games,2
51180,Carbon Games,2
51182,Carbon Games,2
51183,Carbon Games,2
51184,Carbon Games,0
51185,Carbon Games,2
51188,Carbon Games,0
51190,Carbon Games,0
51191,Carbon Games,2
51193,Carbon Games,2
51194,Carbon Games,2
51195,Carbon Games,2
51197,Carbon Games,2
51198,Carbon Games,2
51199,Carbon Games,0
51201,Carbon Games,0
51202,Carbon Games,2
51203,Carbon Games,2
51204,Carbon Games,0
51206,Carbon Games,2
51209,Carbon Games,0
51210,Carbon Games,2
51211,Carbon Games,2
51212,Carbon Games,2
51213,Carbon Games,2
51214,Carbon Games,2
51215,Carbon Games,2
51216,Carbon Games,2
51217,Carbon Games,2
51218,Carbon Games,2
51219,Carbon Games,2
51221,Carbon Games,2
51222,Carbon Games,2
51223,Carbon Games,0
51224,Carbon Games,2
51227,Carbon Games,0
51229,Carbon Games,0
51230,Carbon Games,2
51232,Carbon Games,2
51233,Carbon Games,2
51234,Carbon Games,2
51236,Carbon Games,2
51237,Carbon Games,2
51238,Carbon Games,0
51240,Carbon Games,0
51241,Carbon Games,2
51242,Carbon Games,2
51243,Carbon Games,0
51245,Carbon Games,2
51248,Carbon Games,0
51249,Carbon Games,2
51250,Carbon Games,2
51251,Carbon Games,2
51252,Carbon Games,2
51253,Carbon Games,2
51254,Carbon Games,2
51255,Carbon Games,2
51256,Carbon Games,2
51257,Carbon Games,2
51258,Carbon Games,2
51260,Carbon Games,2
51261,Carbon Games,2
51262,Carbon Games,0
51263,Carbon Games,2
51266,Carbon Games,0
51268,Carbon Games,0
51269,Carbon Games,2
51271,Carbon Games,2
51272,Carbon Games,2
51273,Carbon Games,2
51275,Carbon Games,2
51276,Carbon Games,2
51277,Carbon Games,0
51279,Carbon Games,0
51280,Carbon Games,2
51281,Carbon Games,2
51282,Carbon Games,0
51284,Carbon Games,2
51287,Carbon Games,0
51288,Carbon Games,2
51289,Carbon Games,2
51290,Carbon Games,2
51291,Carbon Games,2
51292,Carbon Games,2
51293,Carbon Games,2
51294,Carbon Games,2
51295,Carbon Games,2
51296,Carbon Games,2
51297,Carbon Games,2
51299,Carbon Games,2
51300,Carbon Games,2
51301,Carbon Games,0
51302,Carbon Games,2
51305,Carbon Games,0
51307,Carbon Games,0
51308,Carbon Games,2
51310,Carbon Games,2
51311,Carbon Games,2
51312,Carbon Games,2
51314,Carbon Games,2
51315,Carbon Games,2
51316,Carbon Games,0
51318,Carbon Games,0
51319,Carbon Games,2
51320,Carbon Games,2
51321,Carbon Games,0
51323,Carbon Games,2
51326,Carbon Games,0
51327,Carbon Games,2
51328,Carbon Games,2
51329,Carbon Games,2
51330,Carbon Games,2
51331,Carbon Games,2
51332,Carbon Games,2
51333,Carbon Games,2
51334,Carbon Games,2
51335,Carbon Games,2
51336,Carbon Games,2
51338,Carbon Games,2
51339,Carbon Games,2
51340,Carbon Games,0
51341,Carbon Games,2
51344,Carbon Games,0
51346,Carbon Games,0
51347,Carbon Games,2
51348,Unknown Worlds Entertainment,2
51349,Unknown Worlds Entertainment,2
51350,Unknown Worlds Entertainment,2
51351,Unknown Worlds Entertainment,0
51352,Unknown Worlds Entertainment,2
51353,Unknown Worlds Entertainment,0
51355,Unknown Worlds Entertainment,2
51356,Unknown Worlds Entertainment,2
51358,Unknown Worlds Entertainment,0
51360,Unknown Worlds Entertainment,2
51362,Unknown Worlds Entertainment,0
51363,Unknown Worlds Entertainment,2
51364,Unknown Worlds Entertainment,2
51365,Unknown Worlds Entertainment,2
51368,Unknown Worlds Entertainment,2
51370,Unknown Worlds Entertainment,0
51371,Unknown Worlds Entertainment,2
51375,Unknown Worlds Entertainment,2
51377,Unknown Worlds Entertainment,0
51378,Unknown Worlds Entertainment,2
51379,Unknown Worlds Entertainment,2
51380,Unknown Worlds Entertainment,0
51382,Unknown Worlds Entertainment,2
51383,Unknown Worlds Entertainment,2
51384,Unknown Worlds Entertainment,2
51385,Unknown Worlds Entertainment,0
51386,Unknown Worlds Entertainment,2
51387,Unknown Worlds Entertainment,0
51389,Unknown Worlds Entertainment,2
51390,Unknown Worlds Entertainment,2
51392,Unknown Worlds Entertainment,0
51394,Unknown Worlds Entertainment,2
51396,Unknown Worlds Entertainment,0
51397,Unknown Worlds Entertainment,2
51398,Unknown Worlds Entertainment,2
51399,Unknown Worlds Entertainment,2
51402,Unknown Worlds Entertainment,2
51404,Unknown Worlds Entertainment,0
51405,Unknown Worlds Entertainment,2
51409,Unknown Worlds Entertainment,2
51411,Unknown Worlds Entertainment,0
51412,Unknown Worlds Entertainment,2
51413,Unknown Worlds Entertainment,2
51414,Unknown Worlds Entertainment,0
51416,Unknown Worlds Entertainment,2
51417,Unknown Worlds Entertainment,2
51418,Unknown Worlds Entertainment,2
51419,Unknown Worlds Entertainment,0
51420,Unknown Worlds Entertainment,2
51421,Unknown Worlds Entertainment,0
51423,Unknown Worlds Entertainment,2
51424,Unknown Worlds Entertainment,2
51426,Unknown Worlds Entertainment,0
51428,Unknown Worlds Entertainment,2
51430,Unknown Worlds Entertainment,0
51431,Unknown Worlds Entertainment,2
51432,Unknown Worlds Entertainment,2
51433,Unknown Worlds Entertainment,2
51436,Unknown Worlds Entertainment,2
51438,Unknown Worlds Entertainment,0
51439,Unknown Worlds Entertainment,2
51443,Unknown Worlds Entertainment,2
51445,Unknown Worlds Entertainment,0
51446,Unknown Worlds Entertainment,2
51447,Unknown Worlds Entertainment,2
51448,Unknown Worlds Entertainment,0
51450,The Farm 51,0
51451,Might and Delight,2
51452,Might and Delight,2
51453,Might and Delight,2
51454,Might and Delight,2
51455,Might and Delight,2
51456,Might and Delight,2
51457,"Tequila Works, S.L.",2
51458,"Tequila Works, S.L.",2
51460,"Tequila Works, S.L.",2
51461,"Tequila Works, S.L.",2
51462,"Tequila Works, S.L.",2
51463,"Tequila Works, S.L.",2
51464,"Tequila Works, S.L.",2
51465,"Tequila Works, S.L.",2
51466,"Tequila Works, S.L.",2
51468,"Tequila Works, S.L.",2
51469,"Tequila Works, S.L.",2
51470,"Tequila Works, S.L.",2
51471,"Tequila Works, S.L.",2
51472,"Tequila Works, S.L.",2
51473,"Tequila Works, S.L.",2
51474,"Tequila Works, S.L.",2
51476,"Tequila Works, S.L.",2
51477,"Tequila Works, S.L.",2
51478,"Tequila Works, S.L.",2
51479,"Tequila Works, S.L.",2
51480,"Tequila Works, S.L.",2
51481,Shiver Games,0
51482,Shiver Games,2
51483,Shiver Games,0
51484,Shiver Games,0
51485,Shiver Games,2
51486,Shiver Games,0
51487,Shiver Games,0
51488,Shiver Games,2
51489,Shiver Games,0
51490,"Creative Assembly, PC Port - Hardlight",0
51491,"Creative Assembly, PC Port - Hardlight",2
51492,"Creative Assembly, PC Port - Hardlight",0
51493,"Creative Assembly, PC Port - Hardlight",2
51503,Power of 2,0
51504,Power of 2,2
51505,Power of 2,2
51506,Power of 2,0
51510,Power of 2,2
51511,Power of 2,2
51512,Power of 2,0
51513,Power of 2,2
51514,Power of 2,2
51515,Power of 2,0
51519,Power of 2,2
51520,Power of 2,2
51521,Power of 2,0
51522,Power of 2,2
51523,Power of 2,2
51524,Power of 2,0
51528,Power of 2,2
51529,Power of 2,2
51530,Power of 2,0
51531,Power of 2,2
51532,Power of 2,2
51533,Power of 2,0
51537,Power of 2,2
51538,Power of 2,2
51539,Torn Banner Studios,2
51541,Torn Banner Studios,0
51542,Torn Banner Studios,0
51546,Torn Banner Studios,2
51547,Torn Banner Studios,2
51548,Torn Banner Studios,2
51549,Torn Banner Studios,0
51550,Torn Banner Studios,2
51551,Torn Banner Studios,2
51553,Torn Banner Studios,0
51554,Torn Banner Studios,2
51557,Torn Banner Studios,2
51558,Torn Banner Studios,0
51560,Torn Banner Studios,2
51561,Torn Banner Studios,2
51562,Torn Banner Studios,2
51563,Torn Banner Studios,2
51564,Torn Banner Studios,0
51566,Torn Banner Studios,2
51567,Torn Banner Studios,2
51568,Torn Banner Studios,2
51569,Torn Banner Studios,2
51570,Torn Banner Studios,0
51573,Torn Banner Studios,2
51575,Torn Banner Studios,2
51576,Torn Banner Studios,2
51580,Torn Banner Studios,2
51581,Torn Banner Studios,0
51582,Torn Banner Studios,2
51587,Torn Banner Studios,2
51588,Torn Banner Studios,2
51589,Torn Banner Studios,0
51590,Torn Banner Studios,2
51591,Torn Banner Studios,2
51592,Torn Banner Studios,2
51593,Torn Banner Studios,2
51594,Torn Banner Studios,0
51595,Torn Banner Studios,0
51596,Torn Banner Studios,0
51598,Torn Banner Studios,2
51599,Torn Banner Studios,2
51600,Torn Banner Studios,2
51601,Torn Banner Studios,0
51602,Torn Banner Studios,2
51604,Torn Banner Studios,0
51605,Torn Banner Studios,2
51606,Torn Banner Studios,2
51607,Torn Banner Studios,2
51608,Torn Banner Studios,2
51609,Torn Banner Studios,2
51613,Torn Banner Studios,0
51614,Torn Banner Studios,2
51615,Torn Banner Studios,2
51616,Torn Banner Studios,2
51617,Torn Banner Studios,0
51618,Torn Banner Studios,2
51619,Torn Banner Studios,0
51621,Torn Banner Studios,2
51622,Torn Banner Studios,0
51623,Torn Banner Studios,2
51624,Torn Banner Studios,2
51625,Torn Banner Studios,2
51628,Torn Banner Studios,2
51630,Torn Banner Studios,2
51631,Torn Banner Studios,2
51632,Torn Banner Studios,2
51634,Torn Banner Studios,2
51635,Torn Banner Studios,2
51636,Torn Banner Studios,2
51637,Torn Banner Studios,0
51639,Torn Banner Studios,0
51641,Torn Banner Studios,2
51642,Torn Banner Studios,2
51644,Torn Banner Studios,2
51645,Torn Banner Studios,2
51647,Torn Banner Studios,0
51648,Torn Banner Studios,0
51652,Torn Banner Studios,2
51653,Torn Banner Studios,2
51654,Torn Banner Studios,2
51655,Torn Banner Studios,0
51656,Torn Banner Studios,2
51657,Torn Banner Studios,2
51659,Torn Banner Studios,0
51660,Torn Banner Studios,2
51663,Torn Banner Studios,2
51664,Torn Banner Studios,0
51666,Torn Banner Studios,2
51667,Torn Banner Studios,2
51668,Torn Banner Studios,2
51669,Torn Banner Studios,2
51670,Torn Banner Studios,0
51672,Torn Banner Studios,2
51673,Torn Banner Studios,2
51674,Torn Banner Studios,2
51675,Torn Banner Studios,2
51676,Torn Banner Studios,0
51679,Torn Banner Studios,2
51681,Torn Banner Studios,2
51682,Torn Banner Studios,2
51686,Torn Banner Studios,2
51687,Torn Banner Studios,0
51688,Torn Banner Studios,2
51693,Torn Banner Studios,2
51694,Torn Banner Studios,2
51695,Torn Banner Studios,0
51696,Torn Banner Studios,2
51697,Torn Banner Studios,2
51698,Torn Banner Studios,2
51699,Torn Banner Studios,2
51700,Torn Banner Studios,0
51701,Torn Banner Studios,0
51702,Torn Banner Studios,0
51704,Torn Banner Studios,2
51705,Torn Banner Studios,2
51706,Torn Banner Studios,2
51707,Torn Banner Studios,0
51708,Torn Banner Studios,2
51710,Torn Banner Studios,0
51711,Torn Banner Studios,2
51712,Torn Banner Studios,2
51713,Torn Banner Studios,2
51714,Torn Banner Studios,2
51715,Torn Banner Studios,2
51719,Torn Banner Studios,0
51720,Torn Banner Studios,2
51721,Torn Banner Studios,2
51722,Torn Banner Studios,2
51723,Torn Banner Studios,0
51724,Torn Banner Studios,2
51725,Torn Banner Studios,0
51727,Torn Banner Studios,2
51728,Torn Banner Studios,0
51729,Torn Banner Studios,2
51730,Torn Banner Studios,2
51731,Torn Banner Studios,2
51734,Torn Banner Studios,2
51736,Torn Banner Studios,2
51737,Torn Banner Studios,2
51738,Torn Banner Studios,2
51740,Torn Banner Studios,2
51741,Torn Banner Studios,2
51742,Torn Banner Studios,2
51743,Torn Banner Studios,0
51745,Torn Banner Studios,0
51747,Torn Banner Studios,2
51748,Torn Banner Studios,2
51750,Torn Banner Studios,2
51751,Klei Entertainment,2
51752,Klei Entertainment,2
51753,Klei Entertainment,2
51754,Klei Entertainment,2
51755,Klei Entertainment,2
51756,Klei Entertainment,2
51757,Klei Entertainment,2
51758,Klei Entertainment,2
51759,Klei Entertainment,2
51760,Klei Entertainment,2
51761,Klei Entertainment,2
51762,Klei Entertainment,2
51763,Klei Entertainment,2
51764,Klei Entertainment,2
51765,Klei Entertainment,2
51766,Klei Entertainment,2
51767,Klei Entertainment,2
51768,Klei Entertainment,2
51769,Klei Entertainment,2
51770,Klei Entertainment,2
51771,Klei Entertainment,2
51772,Klei Entertainment,2
51773,Klei Entertainment,2
51774,Klei Entertainment,2
51775,Klei Entertainment,2
51776,Klei Entertainment,2
51777,Klei Entertainment,2
51778,Klei Entertainment,2
51779,Klei Entertainment,2
51780,Klei Entertainment,2
51781,Klei Entertainment,2
51782,Klei Entertainment,2
51783,Klei Entertainment,2
51784,Klei Entertainment,2
51785,Klei Entertainment,2
51786,Klei Entertainment,2
51787,Klei Entertainment,2
51788,Klei Entertainment,2
51789,Klei Entertainment,2
51790,Team17 Digital Ltd,2
51791,Team17 Digital Ltd,2
51792,Team17 Digital Ltd,2
51795,Wizarbox,2
51796,Wizarbox,2
51797,Cyanide Studios,0
51798,Cyanide Studios,2
51799,Cyanide Studios,0
51800,Cyanide Studios,2
51802,Sos,0
51804,Sos,2
51805,Sos,2
51807,Sos,2
51808,Sos,0
51810,Sos,2
51811,Sos,2
51813,Sos,2
51814,Sos,0
51816,Sos,2
51817,Sos,2
51819,Sos,2
51822,Arkane Studios,2
51823,Arkane Studios,2
51824,Arkane Studios,2
51825,Arkane Studios,2
51826,Arkane Studios,2
51827,Arkane Studios,2
51828,Arkane Studios,2
51830,Arkane Studios,2
51832,Arkane Studios,2
51833,Arkane Studios,2
51835,Arkane Studios,0
51836,Arkane Studios,2
51837,Arkane Studios,2
51838,Arkane Studios,2
51839,Arkane Studios,2
51840,Arkane Studios,2
51841,Arkane Studios,2
51842,Arkane Studios,2
51843,Arkane Studios,2
51846,Arkane Studios,2
51847,Arkane Studios,2
51849,Arkane Studios,2
51851,Arkane Studios,0
51852,Arkane Studios,2
51853,Arkane Studios,2
51854,Arkane Studios,0
51855,Arkane Studios,2
51856,Arkane Studios,0
51857,Arkane Studios,2
51858,Arkane Studios,2
51859,Arkane Studios,2
51861,Arkane Studios,2
51862,Arkane Studios,2
51863,Arkane Studios,0
51864,Arkane Studios,0
51865,Arkane Studios,2
51866,Arkane Studios,2
51868,Arkane Studios,2
51869,Arkane Studios,2
51870,Arkane Studios,2
51871,Arkane Studios,2
51872,Arkane Studios,2
51875,Arkane Studios,2
51876,Arkane Studios,2
51877,Arkane Studios,2
51878,Arkane Studios,2
51879,Arkane Studios,2
51880,Arkane Studios,2
51881,Arkane Studios,2
51882,Arkane Studios,2
51884,Arkane Studios,2
51886,Arkane Studios,2
51887,Arkane Studios,2
51889,Arkane Studios,0
51890,Arkane Studios,2
51891,Arkane Studios,2
51892,Arkane Studios,2
51893,Arkane Studios,2
51894,Arkane Studios,2
51895,Arkane Studios,2
51896,Arkane Studios,2
51897,Arkane Studios,2
51900,Arkane Studios,2
51901,Arkane Studios,2
51903,Arkane Studios,2
51905,Arkane Studios,0
51906,Arkane Studios,2
51907,Arkane Studios,2
51908,Arkane Studios,0
51909,Arkane Studios,2
51910,Arkane Studios,0
51911,Arkane Studios,2
51912,Arkane Studios,2
51913,Arkane Studios,2
51915,Arkane Studios,2
51916,Arkane Studios,2
51917,Arkane Studios,0
51918,Arkane Studios,0
51919,Arkane Studios,2
51920,Arkane Studios,2
51922,Arkane Studios,2
51923,Arkane Studios,2
51924,Arkane Studios,2
51925,Arkane Studios,2
51926,Arkane Studios,2
51929,Arkane Studios,2
51930,The Behemoth,2
51931,The Behemoth,2
51932,The Behemoth,2
51933,The Behemoth,2
51934,The Behemoth,2
51935,The Behemoth,2
51936,The Behemoth,2
51938,The Behemoth,2
51939,The Behemoth,2
51940,The Behemoth,2
51941,The Behemoth,2
51942,The Behemoth,2
51943,The Behemoth,2
51945,The Behemoth,2
51946,The Behemoth,2
51947,The Behemoth,2
51948,The Behemoth,2
51949,The Behemoth,2
51950,The Behemoth,2
51951,The Behemoth,2
51952,The Behemoth,2
51955,The Behemoth,0
51956,The Behemoth,2
51957,The Behemoth,2
51959,The Behemoth,2
51960,The Behemoth,2
51961,The Behemoth,0
51962,The Behemoth,2
51963,The Behemoth,2
51966,The Behemoth,0
51967,The Behemoth,2
51968,The Behemoth,2
51969,The Behemoth,2
51970,The Behemoth,2
51971,The Behemoth,2
51973,The Behemoth,2
51974,The Behemoth,2
51975,The Behemoth,2
51976,The Behemoth,2
51977,The Behemoth,0
51978,The Behemoth,2
51980,The Behemoth,2
51981,The Behemoth,0
51982,The Behemoth,2
51984,The Behemoth,2
51985,The Behemoth,2
51986,The Behemoth,0
51987,The Behemoth,2
51990,The Behemoth,2
51991,The Behemoth,2
51992,The Behemoth,2
51993,The Behemoth,0
51995,The Behemoth,2
51996,The Behemoth,2
51997,The Behemoth,2
51999,The Behemoth,2
52000,The Behemoth,2
52003,The Behemoth,2
52004,The Behemoth,2
52005,The Behemoth,2
52006,The Behemoth,2
52009,The Behemoth,0
52010,The Behemoth,2
52011,The Behemoth,2
52012,The Behemoth,2
52013,The Behemoth,2
52014,The Behemoth,2
52016,The Behemoth,2
52017,The Behemoth,2
52018,The Behemoth,2
52019,The Behemoth,2
52021,The Behemoth,2
52022,The Behemoth,2
52023,The Behemoth,0
52024,The Behemoth,2
52029,The Behemoth,2
52030,The Behemoth,2
52032,The Behemoth,2
52033,The Behemoth,2
52034,The Behemoth,2
52036,The Behemoth,2
52037,The Behemoth,2
52039,The Behemoth,2
52040,The Behemoth,2
52041,The Behemoth,2
52042,The Behemoth,2
52043,The Behemoth,2
52044,The Behemoth,2
52046,The Behemoth,2
52047,The Behemoth,2
52048,The Behemoth,2
52049,The Behemoth,2
52050,The Behemoth,2
52051,The Behemoth,2
52052,The Behemoth,2
52053,The Behemoth,2
52056,The Behemoth,0
52057,The Behemoth,2
52058,The Behemoth,2
52060,The Behemoth,2
52061,The Behemoth,2
52062,The Behemoth,0
52063,The Behemoth,2
52064,The Behemoth,2
52067,The Behemoth,0
52068,The Behemoth,2
52069,The Behemoth,2
52070,The Behemoth,2
52071,The Behemoth,2
52072,The Behemoth,2
52074,The Behemoth,2
52075,The Behemoth,2
52076,The Behemoth,2
52077,The Behemoth,2
52078,The Behemoth,0
52079,The Behemoth,2
52081,The Behemoth,2
52082,The Behemoth,0
52083,The Behemoth,2
52085,The Behemoth,2
52086,The Behemoth,2
52087,The Behemoth,0
52088,The Behemoth,2
52091,The Behemoth,2
52092,The Behemoth,2
52093,The Behemoth,2
52094,The Behemoth,0
52096,The Behemoth,2
52097,The Behemoth,2
52098,The Behemoth,2
52100,The Behemoth,2
52101,The Behemoth,2
52104,The Behemoth,2
52105,The Behemoth,2
52106,The Behemoth,2
52107,The Behemoth,2
52110,The Behemoth,0
52111,The Behemoth,2
52112,The Behemoth,2
52113,The Behemoth,2
52114,The Behemoth,2
52115,The Behemoth,2
52117,The Behemoth,2
52118,The Behemoth,2
52119,The Behemoth,2
52120,The Behemoth,2
52122,The Behemoth,2
52123,The Behemoth,2
52124,The Behemoth,0
52125,The Behemoth,2
52130,The Behemoth,2
52131,The Behemoth,2
52133,The Behemoth,2
52134,The Behemoth,2
52135,The Behemoth,2
52137,The Behemoth,2
52138,The Behemoth,2
52140,The Behemoth,2
52141,The Behemoth,2
52142,The Behemoth,2
52143,The Behemoth,2
52144,The Behemoth,2
52145,The Behemoth,2
52147,The Behemoth,2
52148,The Behemoth,2
52149,The Behemoth,2
52150,The Behemoth,2
52151,The Behemoth,2
52152,The Behemoth,2
52153,The Behemoth,2
52154,The Behemoth,2
52157,The Behemoth,0
52158,The Behemoth,2
52159,The Behemoth,2
52161,The Behemoth,2
52162,The Behemoth,2
52163,The Behemoth,0
52164,The Behemoth,2
52165,The Behemoth,2
52168,The Behemoth,0
52169,The Behemoth,2
52170,The Behemoth,2
52171,The Behemoth,2
52172,The Behemoth,2
52173,The Behemoth,2
52175,The Behemoth,2
52176,The Behemoth,2
52177,The Behemoth,2
52178,The Behemoth,2
52179,The Behemoth,0
52180,The Behemoth,2
52182,The Behemoth,2
52183,The Behemoth,0
52184,The Behemoth,2
52186,The Behemoth,2
52187,The Behemoth,2
52188,The Behemoth,0
52189,The Behemoth,2
52192,The Behemoth,2
52193,The Behemoth,2
52194,The Behemoth,2
52195,The Behemoth,0
52197,The Behemoth,2
52198,The Behemoth,2
52199,The Behemoth,2
52201,The Behemoth,2
52202,The Behemoth,2
52205,The Behemoth,2
52206,The Behemoth,2
52207,The Behemoth,2
52208,The Behemoth,2
52211,The Behemoth,0
52212,The Behemoth,2
52213,The Behemoth,2
52214,The Behemoth,2
52215,The Behemoth,2
52216,The Behemoth,2
52218,The Behemoth,2
52219,The Behemoth,2
52220,The Behemoth,2
52221,The Behemoth,2
52223,The Behemoth,2
52224,The Behemoth,2
52225,The Behemoth,0
52226,The Behemoth,2
52231,The Behemoth,2
52232,The Behemoth,2
52234,The Behemoth,2
52235,The Behemoth,2
52236,The Behemoth,2
52238,The Behemoth,2
52239,The Behemoth,2
52241,The Behemoth,2
52242,The Behemoth,2
52243,The Behemoth,2
52244,The Behemoth,2
52245,The Behemoth,2
52246,The Behemoth,2
52248,The Behemoth,2
52249,The Behemoth,2
52250,The Behemoth,2
52251,The Behemoth,2
52252,The Behemoth,2
52253,The Behemoth,2
52254,The Behemoth,2
52255,The Behemoth,2
52258,The Behemoth,0
52259,The Behemoth,2
52260,The Behemoth,2
52262,The Behemoth,2
52263,The Behemoth,2
52264,The Behemoth,0
52265,The Behemoth,2
52266,The Behemoth,2
52269,The Behemoth,0
52270,The Behemoth,2
52271,The Behemoth,2
52272,The Behemoth,2
52273,The Behemoth,2
52274,The Behemoth,2
52276,The Behemoth,2
52277,The Behemoth,2
52278,The Behemoth,2
52279,The Behemoth,2
52280,The Behemoth,0
52281,The Behemoth,2
52283,The Behemoth,2
52284,The Behemoth,0
52285,The Behemoth,2
52287,The Behemoth,2
52288,The Behemoth,2
52289,The Behemoth,0
52290,The Behemoth,2
52293,The Behemoth,2
52294,The Behemoth,2
52295,The Behemoth,2
52296,The Behemoth,0
52298,The Behemoth,2
52299,The Behemoth,2
52300,The Behemoth,2
52302,The Behemoth,2
52303,The Behemoth,2
52306,The Behemoth,2
52307,The Behemoth,2
52308,The Behemoth,2
52309,The Behemoth,2
52312,The Behemoth,0
52313,The Behemoth,2
52314,The Behemoth,2
52315,The Behemoth,2
52316,The Behemoth,2
52317,The Behemoth,2
52319,The Behemoth,2
52320,The Behemoth,2
52321,The Behemoth,2
52322,The Behemoth,2
52324,The Behemoth,2
52325,The Behemoth,2
52326,The Behemoth,0
52327,The Behemoth,2
52332,The Behemoth,2
52333,The Behemoth,2
52335,The Behemoth,2
52336,The Behemoth,2
52337,The Behemoth,2
52339,The Behemoth,2
52340,The Behemoth,2
52342,The Behemoth,2
52343,The Behemoth,2
52344,The Behemoth,2
52345,The Behemoth,2
52346,The Behemoth,2
52347,The Behemoth,2
52349,The Behemoth,2
52350,The Behemoth,2
52351,The Behemoth,2
52352,The Behemoth,2
52353,The Behemoth,2
52354,The Behemoth,2
52355,The Behemoth,2
52356,The Behemoth,2
52359,The Behemoth,0
52360,The Behemoth,2
52361,The Behemoth,2
52363,The Behemoth,2
52364,The Behemoth,2
52365,The Behemoth,0
52366,The Behemoth,2
52367,The Behemoth,2
52370,The Behemoth,0
52371,The Behemoth,2
52372,The Behemoth,2
52373,The Behemoth,2
52374,The Behemoth,2
52375,The Behemoth,2
52377,The Behemoth,2
52378,The Behemoth,2
52379,The Behemoth,2
52380,The Behemoth,2
52381,The Behemoth,0
52382,The Behemoth,2
52384,The Behemoth,2
52385,The Behemoth,0
52386,The Behemoth,2
52388,The Behemoth,2
52389,The Behemoth,2
52390,The Behemoth,0
52391,The Behemoth,2
52394,The Behemoth,2
52395,The Behemoth,2
52396,The Behemoth,2
52397,The Behemoth,0
52399,The Behemoth,2
52400,The Behemoth,2
52401,The Behemoth,2
52403,The Behemoth,2
52404,The Behemoth,2
52407,The Behemoth,2
52408,The Behemoth,2
52409,The Behemoth,2
52410,The Behemoth,2
52413,The Behemoth,0
52414,The Behemoth,2
52415,The Behemoth,2
52416,The Behemoth,2
52417,The Behemoth,2
52418,The Behemoth,2
52420,The Behemoth,2
52421,The Behemoth,2
52422,The Behemoth,2
52423,The Behemoth,2
52425,The Behemoth,2
52426,The Behemoth,2
52427,The Behemoth,0
52428,The Behemoth,2
52433,The Behemoth,2
52434,The Behemoth,2
52436,The Behemoth,2
52437,The Behemoth,2
52438,The Behemoth,2
52440,Opus,2
52441,Opus,2
52442,Opus,2
52444,Aspyr,2
52445,Aspyr,2
52446,Runic Games,2
52447,Runic Games,2
52448,Runic Games,2
52449,Runic Games,2
52450,Runic Games,2
52451,Runic Games,2
52452,Runic Games,0
52455,Runic Games,2
52456,Runic Games,2
52458,Runic Games,2
52459,Runic Games,2
52460,Runic Games,0
52463,Runic Games,2
52464,Runic Games,2
52465,Runic Games,2
52467,Runic Games,2
52469,Runic Games,2
52470,Runic Games,2
52471,Runic Games,2
52473,Runic Games,2
52474,Runic Games,2
52475,Runic Games,2
52477,Runic Games,2
52478,Runic Games,2
52479,Runic Games,2
52480,Runic Games,2
52481,Runic Games,2
52482,Runic Games,2
52483,Runic Games,2
52484,Runic Games,2
52485,Runic Games,2
52486,Runic Games,2
52487,Runic Games,2
52488,Runic Games,2
52489,Runic Games,2
52490,Runic Games,2
52491,Runic Games,2
52492,Runic Games,2
52493,Runic Games,2
52494,Runic Games,2
52495,Runic Games,2
52496,Runic Games,2
52497,Runic Games,0
52500,Runic Games,2
52501,Runic Games,2
52503,Runic Games,2
52504,Runic Games,2
52505,Runic Games,0
52508,Runic Games,2
52509,Runic Games,2
52510,Runic Games,2
52512,Runic Games,2
52514,Runic Games,2
52515,Runic Games,2
52516,Runic Games,2
52518,Runic Games,2
52519,Runic Games,2
52520,Runic Games,2
52522,Runic Games,2
52523,Runic Games,2
52524,Runic Games,2
52525,Runic Games,2
52526,Runic Games,2
52527,Runic Games,2
52528,Runic Games,2
52529,Runic Games,2
52530,Runic Games,2
52531,Runic Games,2
52532,Runic Games,2
52533,Runic Games,2
